ATC-Bedeutung;ATC-Bedeutung_cleaned
Kombinationen von Imidazol-Derivaten;kombinationen von imidazol derivaten
Kombinationen von Levothyroxin und Liothyronin;kombinationen von levothyroxin liothyronin
Kombinationen von Levothyroxin und Liothyronin, Kombinationen;kombinationen von levothyroxin liothyronin kombinationen
Kombinationen von Penicillinen;kombinationen von penicillinen
Kombinationen von Rauwolfia-Alkaloiden;kombinationen von rauwolfia alkaloiden
Kombinationen von Rauwolfia-Alkaloiden, Kombinationen;kombinationen von rauwolfia alkaloiden kombinationen
"Kombinationen von Rauwolfia-Alkaloiden und Diuretika 
inkl. andere Kombinationen";kombinationen von rauwolfia alkaloiden diuretika inkl andere kombinationen
Kombinationen von Sulfonamiden;kombinationen von sulfonamiden
Kombinationen von Tetracyclinen;kombinationen von tetracyclinen
Kombinationen von Xanthinen;kombinationen von xanthinen
Konjugierte Estrogene;konjugierte estrogene
Konjugierte Estrogene und Bazedoxifen;konjugierte estrogene bazedoxifen
Kontaktlaxanzien in Kombination;kontaktlaxanzien kombination
Kontaktlaxanzien in Kombination mit Belladonna-Alkaloiden;kontaktlaxanzien kombination mit belladonna alkaloiden
Kontroll-Lösungen;kontroll loesungen
Kreatin-Kinase-Testzone;kreatin kinase testzone
Kreosot;kreosot
(81mKr)Kryptongas;mkr kryptongas
k-Strophanthin;k strophanthin
k-Strophanthin, Kombinationen exkl. Psycholeptika;k strophanthin kombinationen exkl psycholeptika
Kuhpocken-Immunglobulin;kuhpocken immunglobulin
Künstliche Tränen und andere indifferente Mittel;kuenstliche traenen andere indifferente mittel
Kupferoleat;kupferoleat
Kupfersulfat;kupfersulfat
Kupfer(64Cu)dotatat;kupfer cu dotatat
Kupferusnat;kupferusnat
Kürbissamen;kuerbissamen
Kürbissamen, Kombinationen;kuerbissamen kombinationen
Labetalol;labetalol
Labetalol und andere Diuretika;labetalol andere diuretika
Labetalol und Thiazide;labetalol thiazide
Lacidipin;lacidipin
Lacosamid;lacosamid
Lactat-Testzone;lactat testzone
Lactitol;lactitol
Lactobacillus;lactobacillus
Lactobacillus acidophilus;lactobacillus acidophilus
Lactobacillus Stämme, Kombinationen;lactobacillus staemme kombinationen
Lactulose;lactulose
Lactulose, Kombinationen;lactulose kombinationen
Laevulose, Kombinationen;laevulose kombinationen
Lafutidin;lafutidin
Lamivudin;lamivudin
Lamivudin, Abacavir und Dolutegravir;lamivudin abacavir dolutegravir
Lamivudin, Tenofovirdisoproxil und Dolutegravir;lamivudin tenofovirdisoproxil dolutegravir
Lamivudin, Tenofovirdisoproxil und Doravirin;lamivudin tenofovirdisoproxil doravirin
Lamivudin, Tenofovirdisoproxil und Efavirenz;lamivudin tenofovirdisoproxil efavirenz
Lamivudin und Abacavir;lamivudin abacavir
Lamivudin und Dolutegravir;lamivudin dolutegravir
Lamivudin und Raltegravir;lamivudin raltegravir
Lamivudin und Tenofovirdisoproxil;lamivudin tenofovirdisoproxil
Lamotrigin;lamotrigin
Lanadelumab;lanadelumab
Lanatosid C;lanatosid c
Lanatosid C, Kombinationen;lanatosid c kombinationen
Landiolol;landiolol
Laninamivir;laninamivir
Lanoconazol;lanoconazol
Lanreotid;lanreotid
Lansoprazol;lansoprazol
Lansoprazol, Amoxicillin und Clarithromycin;lansoprazol amoxicillin clarithromycin
Lansoprazol, Amoxicillin und Levofloxacin;lansoprazol amoxicillin levofloxacin
Lansoprazol, Amoxicillin und Metronidazol;lansoprazol amoxicillin metronidazol
Lansoprazol, Clarithromycin und Tinidazol;lansoprazol clarithromycin tinidazol
Lansoprazol, Kombinationen;lansoprazol kombinationen
Lansoprazol, Tetracyclin und Metronidazol;lansoprazol tetracyclin metronidazol
Lanthan(III)-carbonat;lanthan iii carbonat
Lapatinib;lapatinib
Laquinimod;laquinimod
Laronidase;laronidase
Larotrectinib;larotrectinib
Lascufloxacin;lascufloxacin
Lasmiditan;lasmiditan
Lasofoxifen;lasofoxifen
Latamoxef;latamoxef
Latanoprost;latanoprost
Latanoprost und Dorzolamid;latanoprost dorzolamid
Latanoprost und Netarsudil;latanoprost netarsudil
Latanoprostenbunod;latanoprostenbunod
Lavendelöl**;lavendeloel
Lazertinib;lazertinib
Lebertran;lebertran
Lebertran, Kombinationen;lebertran kombinationen
Lebrikizumab;lebrikizumab
Lecanemab;lecanemab
Lefamulin;lefamulin
Leflunomid;leflunomid
Leinsamen;leinsamen
Leinsamen, Kombinationen;leinsamen kombinationen
Lemborexant;lemborexant
Lenacapavir;lenacapavir
Lenalidomid;lenalidomid
Leniolisib;leniolisib
Lenograstim;lenograstim
Lentinan;lentinan
Lenvatinib;lenvatinib
Lepirudin;lepirudin
Leptospirose-Impfstoffe;leptospirose impfstoffe
Lercanidipin;lercanidipin
Leriglitazon;leriglitazon
Lesinurad;lesinurad
Lespedezakraut;lespedezakraut
Letermovir;letermovir
Letostein;letostein
Letrozol;letrozol
Leucin, Kombinationen;leucin kombinationen
Leukozyten;leukozyten
Leukozyten ohne Pharmazentralnummer;leukozyten ohne pharmazentralnummer
Leukozyten-Testzone;leukozyten testzone
Leuprorelin;leuprorelin
Leuprorelin und Bicalutamid;leuprorelin bicalutamid
Levacetylmethadol;levacetylmethadol
Levamisol;levamisol
Levamlodipin;levamlodipin
Levetiracetam;levetiracetam
Levilimab;levilimab
Levisticum officinale;levisticum officinale
Levobunolol;levobunolol
Levobupivacain;levobupivacain
Levocabastin;levocabastin
Levocarnitin;levocarnitin
Levocetirizin;levocetirizin
Levodopa;levodopa
Levodopa, Decarboxylasehemmer und COMT-Hemmer;levodopa decarboxylasehemmer comt hemmer
Levodopa in Kombination mit Benserazid;levodopa kombination mit benserazid
Levodopa in Kombination mit Carbidopa;levodopa kombination mit carbidopa
Levodopa in Kombination mit Carbidopa und Entacapon;levodopa kombination mit carbidopa entacapon
Levodopa in Kombination mit Carbidopa und Pramipexol;levodopa kombination mit carbidopa pramipexol
Levodropropizin;levodropropizin
Levofloxacin;levofloxacin
Levofloxacin und Ornidazol;levofloxacin ornidazol
Levoketoconazol;levoketoconazol
Levomepromazin;levomepromazin
Levomethadon;levomethadon
Levomethadon-Zubereitungen;levomethadon zubereitungen
Levomilnacipran;levomilnacipran
Levonadifloxacin;levonadifloxacin
Levonorgestrel;levonorgestrel
Levonorgestrel und Estrogen;levonorgestrel estrogen
Levonorgestrel und Ethinylestradiol;levonorgestrel ethinylestradiol
Levosimendan;levosimendan
Levosulpirid;levosulpirid
Levothyroxin;levothyroxin
Levothyroxin-Natrium;levothyroxin natrium
Levothyroxin-Natrium und Iod-Verbindungen;levothyroxin natrium iod verbindungen
Levoverbenon;levoverbenon
Lidocain;lidocain
Lidocain, Kombinationen;lidocain kombinationen
Lidoflazin;lidoflazin
Lieferengpass;lieferengpass
Lifileucel;lifileucel
Lifitegrast;lifitegrast
Limaprost;limaprost
Limbale Stammzellen, autolog;limbale stammzellen autolog
Linaclotid;linaclotid
Linagliptin;linagliptin
Linagliptin und Empagliflozin;linagliptin empagliflozin
Lincomycin;lincomycin
Lindan;lindan
Lindenblüten;lindenblueten
Linezolid;linezolid
Linolsäure;linolsaeure
Linolsäure, Kombinationen;linolsaeure kombinationen
Linopirdin;linopirdin
Linsidomin;linsidomin
Linzagolix;linzagolix
Liothyronin-Natrium;liothyronin natrium
Lipegfilgrastim;lipegfilgrastim
Liraglutid;liraglutid
Liranaftat;liranaftat
Lisdexamfetamin;lisdexamfetamin
Lisinopril;lisinopril
Lisinopril und Amlodipin;lisinopril amlodipin
Lisinopril und Diuretika;lisinopril diuretika
Lisinopril und Hydrochlorothiazid;lisinopril hydrochlorothiazid
Lisocabtagen maraleucel;lisocabtagen maraleucel
Lisurid;lisurid
Lithium;lithium
Lithiumchlorid;lithiumchlorid
Lithiumsuccinat;lithiumsuccinat
Lixisenatid;lixisenatid
L-Methionin;l methionin
Lobeglitazon;lobeglitazon
Lodoxamid;lodoxamid
Lofepramin;lofepramin
Lofexidin;lofexidin
Lomefloxacin;lomefloxacin
Lomitapid;lomitapid
Lomustin;lomustin
Lonafarnib;lonafarnib
Lonapegsomatropin;lonapegsomatropin
Lonazolac;lonazolac
Loncastuximab tesirin;loncastuximab tesirin
Lonidamin;lonidamin
Lonoctocog alfa;lonoctocog alfa
Loperamid;loperamid
Loperamid, Kombinationen;loperamid kombinationen
Loperamidoxid;loperamidoxid
Lopinavir und Ritonavir;lopinavir ritonavir
Loprazolam;loprazolam
Loracarbef;loracarbef
Lorajmin;lorajmin
Loratadin;loratadin
Lorazepam;lorazepam
Lorazepam, Kombinationen;lorazepam kombinationen
Lorcainid;lorcainid
Lorcaserin;lorcaserin
Lorlatinib;lorlatinib
Lormetazepam;lormetazepam
Lornoxicam;lornoxicam
Losartan;losartan
Losartan und Amlodipin;losartan amlodipin
Losartan und Diuretika;losartan diuretika
Losartan und Hydrochlorothiazid;losartan hydrochlorothiazid
Loteprednol;loteprednol
Loteprednol und Antiinfektiva;loteprednol antiinfektiva
Lotilaner;lotilaner
Lovastatin;lovastatin
Lovastatin und Nicotinsäure;lovastatin nicotinsaeure
Löwenzahnwurzel mit -kraut;loewenzahnwurzel mit kraut
Loxapin;loxapin
Loxoprofen;loxoprofen
Lubiproston;lubiproston
Luffa operculata;luffa operculata
Luliconazol;luliconazol
Lumasiran;lumasiran
Lumateperon;lumateperon
Lumiracoxib;lumiracoxib
Lurasidon;lurasidon
Lurbinectedin;lurbinectedin
Luseogliflozin;luseogliflozin
Luspatercept;luspatercept
Lusutrombopag;lusutrombopag
(177Lu)Lutetiumoxodotreotid;lu lutetiumoxodotreotid
(177Lu)Lutetiumvipivotidtetraxetan;lu lutetiumvipivotidtetraxetan
Lutropin alfa;lutropin alfa
Lutropin alfa und Follitropin alfa;lutropin alfa follitropin alfa
Lutropin-Testzone;lutropin testzone
Lymecyclin;lymecyclin
Lynestrenol;lynestrenol
Lynestrenol und Estrogen;lynestrenol estrogen
Lynestrenol und Ethinylestradiol;lynestrenol ethinylestradiol
Lypressin;lypressin
Lysin;lysin
Lysin-Acetylsalicylat;lysin acetylsalicylat
Lysozym;lysozym
MAB.B72.3;mab b
Macimorelin;macimorelin
Macitentan;macitentan
Macitentan und Tadalafil;macitentan tadalafil
Macrogol;macrogol
Macrogol, Kombinationen;macrogol kombinationen
Madar;madar
Mafenid;mafenid
Magaldrat;magaldrat
Magaldrat und Karminativa;magaldrat karminativa
Magnesium (verschiedene Salze in Kombination);magnesium verschiedene salze kombination
Magnesiumadipat;magnesiumadipat
Magnesiumascorbat;magnesiumascorbat
Magnesiumaspartat;magnesiumaspartat
Magnesiumaspartathydrobromid;magnesiumaspartathydrobromid
Magnesiumcarbonat;magnesiumcarbonat
Magnesiumchlorid;magnesiumchlorid
Magnesiumcitrat;magnesiumcitrat
Magnesiumgluconat;magnesiumgluconat
Magnesiumglutamathydrobromid;magnesiumglutamathydrobromid
Magnesium-haltige Zubereitungen;magnesium haltige zubereitungen
Magnesiumhydrogenglutamat;magnesiumhydrogenglutamat
Magnesiumhydroxid;magnesiumhydroxid
Magnesiumlactat;magnesiumlactat
Magnesiumlevulinat;magnesiumlevulinat
Magnesiumorotat;magnesiumorotat
Magnesiumoxid;magnesiumoxid
Magnesiumperoxid;magnesiumperoxid
Magnesiumphosphat;magnesiumphosphat
Magnesiumpidolat;magnesiumpidolat
Magnesiumpyridoxal-5-phosphatglutamat;magnesiumpyridoxal phosphatglutamat
Magnesiumsalicylat, Kombinationen exkl. Psycholeptika;magnesiumsalicylat kombinationen exkl psycholeptika
Magnesiumsilikat;magnesiumsilikat
Magnesiumsulfat;magnesiumsulfat
Maiglöckchenkraut;maigloeckchenkraut
Maiglöckchenkraut, Kombinationen;maigloeckchenkraut kombinationen
Maiskeimöl;maiskeimoel
Malaria-Impfstoffe;malaria impfstoffe
Malathion;malathion
Mandelsäure;mandelsaeure
Mangafodipir;mangafodipir
Manidipin;manidipin
Mannitol;mannitol
Mannitol, Kombinationen;mannitol kombinationen
Mannosulfan;mannosulfan
Maprotilin;maprotilin
Maralixibatchlorid;maralixibatchlorid
Maraviroc;maraviroc
Margetuximab;margetuximab
Maribavir;maribavir
Mariendistelfrüchte;mariendistelfruechte
Mariendistelfrüchte**;mariendistelfruechte
Mariendistelfrüchte, Kombinationen;mariendistelfruechte kombinationen
Masern, Kombinationen mit Mumps, lebend abgeschwächt;masern kombinationen mit mumps lebend abgeschwaecht
"Masern, Kombinationen mit Mumps, Röteln und Varicella, 
lebend abgeschwächt";masern kombinationen mit mumps roeteln varicella lebend abgeschwaecht
"Masern, Kombinationen mit Mumps und Röteln, 
lebend abgeschwächt";masern kombinationen mit mumps roeteln lebend abgeschwaecht
Masern, Kombinationen mit Röteln, lebend abgeschwächt;masern kombinationen mit roeteln lebend abgeschwaecht
Masern, lebend abgeschwächt;masern lebend abgeschwaecht
Masern-Immunglobulin;masern immunglobulin
Masitinib;masitinib
Masoprocol;masoprocol
Mäusedornwurzelstock;maeusedornwurzelstock
Mäusedornwurzelstock, Kombinationen;maeusedornwurzelstock kombinationen
Mavacamten;mavacamten
Mazaticol;mazaticol
Mazindol;mazindol
Mazipredon;mazipredon
Mebendazol;mebendazol
Mebendazol, Kombinationen;mebendazol kombinationen
Mebeverin;mebeverin
Mebhydrolin;mebhydrolin
Mebutamat;mebutamat
Mebutizid;mebutizid
Mebutizid und Kalium sparende Mittel;mebutizid kalium sparende mittel
Mecamylamin;mecamylamin
Mecasermin;mecasermin
Mecaserminrinfabat;mecaserminrinfabat
Mecillinam;mecillinam
Meclocyclin;meclocyclin
Meclofenaminsäure;meclofenaminsaeure
Meclofenoxat;meclofenoxat
Meclozin;meclozin
Meclozin, Kombinationen;meclozin kombinationen
Mecobalamin;mecobalamin
Medazepam;medazepam
Medifoxamin;medifoxamin
Medizinische Kohle;medizinische kohle
Medizinische Kohle, Kombinationen;medizinische kohle kombinationen
Medizinische Luft;medizinische luft
Medrogeston;medrogeston
Medrogeston und Estrogen;medrogeston estrogen
Medroxyprogesteron;medroxyprogesteron
Medroxyprogesteron und Estradiol;medroxyprogesteron estradiol
Medroxyprogesteron und Estrogen;medroxyprogesteron estrogen
Medroxyprogesteron und Ethinylestradiol;medroxyprogesteron ethinylestradiol
Medryson;medryson
Meerwasser;meerwasser
Meerzwiebel;meerzwiebel
Meerzwiebel, Kombinationen;meerzwiebel kombinationen
Mefenaminsäure;mefenaminsaeure
Mefenorex;mefenorex
Mefloquin;mefloquin
Mefrusid;mefrusid
Mefrusid und Kalium;mefrusid kalium
Megestrol;megestrol
Megestrol und Estrogen;megestrol estrogen
Megestrol und Ethinylestradiol;megestrol ethinylestradiol
Megluminantimonat;megluminantimonat
Meglutol;meglutol
Meladrazin;meladrazin
Melagatran;melagatran
Melanom-Impfstoff;melanom impfstoff
Melarsoprol;melarsoprol
Melatonin;melatonin
Meldonium;meldonium
Melevodopa;melevodopa
Melevodopa und Decarboxylasehemmer;melevodopa decarboxylasehemmer
Melissenblätter;melissenblaetter
Melissenkraut;melissenkraut
Melitracen;melitracen
Melitracen und Psycholeptika;melitracen psycholeptika
Meloxicam;meloxicam
Meloxicam, Kombinationen;meloxicam kombinationen
Melperon;melperon
Melphalan;melphalan
Melphalanflufenamid;melphalanflufenamid
Memantin;memantin
Menadiol;menadiol
Menadion;menadion
Menatetrenon;menatetrenon
Meningokokken A, gereinigtes Polysaccharid-Antigen;meningokokken a gereinigtes polysaccharid antigen
Meningokokken A, gereinigtes Polysaccharid-Antigen, konjugiert;meningokokken a gereinigtes polysaccharid antigen konjugiert
Meningokokken pentavalent (A,B,C,Y,W-135), gereinigtes Polysaccharid-Antigen, konjugiert und Faktor-H-bindendes Protein;meningokokken pentavalent a b c y w gereinigtes polysaccharid antigen konjugiert faktor h bindendes protein
Meningokokken B, äußere Vesikelmembran-Impfstoff;meningokokken b aeussere vesikelmembran impfstoff
Meningokokken B, Multikomponenten-Impfstoff;meningokokken b multikomponenten impfstoff
Meningokokken bivalent (A, C), gereinigtes Polysaccharid-Antigen;meningokokken bivalent a c gereinigtes polysaccharid antigen
Meningokokken C, gereinigtes Polysaccharid-Antigen, konjugiert;meningokokken c gereinigtes polysaccharid antigen konjugiert
"Meningokokken tetravalent (A, C, Y, W-135),
gereinigtes Polysaccharid-Antigen";meningokokken tetravalent a c y w gereinigtes polysaccharid antigen
"Meningokokken tetravalent (A, C, Y, W-135), 
gereinigtes Polysaccharid-Antigen, konjugiert";meningokokken tetravalent a c y w gereinigtes polysaccharid antigen konjugiert
Menthol;menthol
Mepacrin;mepacrin
Mepartricin;mepartricin
Mepenzolat;mepenzolat
Mephenesin;mephenesin
Mephenoxalon;mephenoxalon
Mephentermin;mephentermin
Mephenytoin;mephenytoin
Mephenytoin, Kombinationen;mephenytoin kombinationen
Mepindolol;mepindolol
Mepindolol und Thiazide;mepindolol thiazide
Mepivacain;mepivacain
Mepivacain, Kombinationen;mepivacain kombinationen
Mepixanox;mepixanox
Mepolizumab;mepolizumab
Meprednison;meprednison
Meprobamat;meprobamat
Meprobamat, Kombinationen;meprobamat kombinationen
Meprobamat, Kombinationen exkl. Psycholeptika;meprobamat kombinationen exkl psycholeptika
Meproscillarin;meproscillarin
Meprotixol;meprotixol
Meptazinol;meptazinol
Mepyramin;mepyramin
Mepyramintheophyllinacetat;mepyramintheophyllinacetat
Mequinol;mequinol
Mequitazin;mequitazin
Merbromin;merbromin
Mercaptamin;mercaptamin
Mercaptopurin;mercaptopurin
Meropenem;meropenem
Meropenem und Vaborbactam;meropenem vaborbactam
Mersalyl;mersalyl
Mesalazin;mesalazin
Mesna;mesna
Mesocarb;mesocarb
Mesoridazin;mesoridazin
Mesterolon;mesterolon
Mestranol;mestranol
Mesulfen;mesulfen
Mesuximid;mesuximid
Metabutethamin;metabutethamin
Metaclazepam;metaclazepam
Metacyclin;metacyclin
Metacyclin, Kombinationen;metacyclin kombinationen
Metadoxin;metadoxin
Metahexamid;metahexamid
Metallisches Quecksilber;metallisches quecksilber
Metamfepramon, Kombinationen;metamfepramon kombinationen
Metamfetamin;metamfetamin
Metamfetamin-Testzone;metamfetamin testzone
Metamizol, Kombinationen;metamizol kombinationen
Metamizol und Corticosteroide;metamizol corticosteroide
Metamizol-Natrium;metamizol natrium
Metamizol-Natrium, Kombinationen exkl. Psycholeptika;metamizol natrium kombinationen exkl psycholeptika
Metamizol-Natrium, Kombinationen mit Psycholeptika;metamizol natrium kombinationen mit psycholeptika
Metampicillin;metampicillin
Metandienon;metandienon
Metaraminol;metaraminol
Metenolon;metenolon
Metergolin;metergolin
Metformin;metformin
Metformin, Linagliptin und Empagliflozin;metformin linagliptin empagliflozin
Metformin, Saxagliptin und Dapagliflozin;metformin saxagliptin dapagliflozin
Metformin und Acarbose;metformin acarbose
Metformin und Alogliptin;metformin alogliptin
Metformin und Canagliflozin;metformin canagliflozin
Metformin und Dapagliflozin;metformin dapagliflozin
Metformin und Empagliflozin;metformin empagliflozin
Metformin und Ertugliflozin;metformin ertugliflozin
Metformin und Evogliptin;metformin evogliptin
Metformin und Gemigliptin;metformin gemigliptin
Metformin und Glibenclamid;metformin glibenclamid
Metformin und Linagliptin;metformin linagliptin
Metformin und Lobeglitazon;metformin lobeglitazon
Metformin und Pioglitazon;metformin pioglitazon
Metformin und Repaglinid;metformin repaglinid
Metformin und Rosiglitazon;metformin rosiglitazon
Metformin und Saxagliptin;metformin saxagliptin
Metformin und Sitagliptin;metformin sitagliptin
Metformin und Sulfonylharnstoffe;metformin sulfonylharnstoffe
Metformin und Teneligliptin;metformin teneligliptin
Metformin und Vildagliptin;metformin vildagliptin
Methacetin (13C);methacetin c
Methacholin;methacholin
Methadon;methadon
Methadon, Kombinationen exkl. Psycholeptika;methadon kombinationen exkl psycholeptika
Methadon-Testzone;methadon testzone
Methadon-Zubereitungen;methadon zubereitungen
Methalkoniumchlorid, Kombinationen;methalkoniumchlorid kombinationen
Methallenestril;methallenestril
Methanthelinium;methanthelinium
Methapyrilen;methapyrilen
Methaqualon;methaqualon
Methaqualon, Kombinationen;methaqualon kombinationen
Metharbital;metharbital
Methazolamid;methazolamid
Methdilazin;methdilazin
Methenamin;methenamin
Methenamin, Kombinationen;methenamin kombinationen
Methenamin-Silbernitrat;methenamin silbernitrat
Methiodal;methiodal
Methionin;methionin
Methionin (11C);methionin c
Methionin und N-Acetylmethionin;methionin n acetylmethionin
Methiosulfoniumchlorid;methiosulfoniumchlorid
Methocarbamol;methocarbamol
Methocarbamol, Kombinationen exkl. Psycholeptika;methocarbamol kombinationen exkl psycholeptika
Methocarbamol, Kombinationen mit Psycholeptika;methocarbamol kombinationen mit psycholeptika
Methohexital;methohexital
Methoserpidin;methoserpidin
Methoserpidin und Diuretika;methoserpidin diuretika
Methotrexat;methotrexat
Methoxamin;methoxamin
Methoxsalen;methoxsalen
Methoxyfluran;methoxyfluran
Methoxyphenamin;methoxyphenamin
Methoxy-Polyethylenglycol-Epoetin beta;methoxy polyethylenglycol epoetin beta
Methyclothiazid;methyclothiazid
Methylaminolevulinat;methylaminolevulinat
Methylatropin;methylatropin
Methylcellulose;methylcellulose
Methylclothiazid und Kalium;methylclothiazid kalium
Methyldopa (linksdrehend);methyldopa linksdrehend
Methyldopa (linksdrehend) und Diuretika;methyldopa linksdrehend diuretika
Methyldopa (racemisch);methyldopa racemisch
Methylendioxy-methamphetamin Testzone;methylendioxy methamphetamin testzone
Methylephedrin, Kombinationen;methylephedrin kombinationen
Methylergometrin;methylergometrin
Methylergometrin und Oxytocin;methylergometrin oxytocin
Methylestrenolon;methylestrenolon
Methylnaltrexonbromid;methylnaltrexonbromid
Methylnicotinat, Kombinationen;methylnicotinat kombinationen
Methylnortestosteron und Estrogen;methylnortestosteron estrogen
Methylpentynol;methylpentynol
Methylpentynol, Kombinationen;methylpentynol kombinationen
Methylphenidat;methylphenidat
Methylphenobarbital;methylphenobarbital
Methylprednisolon;methylprednisolon
Methylprednisolon, Kombinationen;methylprednisolon kombinationen
Methylprednisolon und Antibiotika;methylprednisolon antibiotika
Methylprednisolon und Antiinfektiva;methylprednisolon antiinfektiva
Methylprednisolonaceponat;methylprednisolonaceponat
Methylprednisolon-Depot;methylprednisolon depot
Methylpropylpropanedioldinitrat;methylpropylpropanedioldinitrat
Methylpropylpropanedioldinitrat, Kombinationen;methylpropylpropanedioldinitrat kombinationen
Methylrosanilin;methylrosanilin
Methylsalicylat;methylsalicylat
Methylsalicylat, Kombinationen;methylsalicylat kombinationen
Methylscopolamin;methylscopolamin
Methylscopolamin und Psycholeptika;methylscopolamin psycholeptika
Methyltestosteron;methyltestosteron
Methyltestosteron und Estrogen;methyltestosteron estrogen
Methylthioniniumchlorid;methylthioniniumchlorid
Methylthiouracil;methylthiouracil
Methyprylon;methyprylon
Methysergid;methysergid
Meticillin;meticillin
Meticran;meticran
Metildigoxin;metildigoxin
Metildigoxin, Kombinationen;metildigoxin kombinationen
Metipranolol;metipranolol
Metipranolol, Kombinationen;metipranolol kombinationen
Metipranolol und andere Antihypertensiva;metipranolol andere antihypertensiva
Metipranolol und Pilocarpin;metipranolol pilocarpin
Metipranolol und Thiazide;metipranolol thiazide
Metipranolol und Thiazide, Kombinationen;metipranolol thiazide kombinationen
Metirosin;metirosin
Metisazon;metisazon
Metixen;metixen
Metizolin;metizolin
Metoclopramid;metoclopramid
Metoclopramid, Kombinationen;metoclopramid kombinationen
Metoclopramid und Paracetamol;metoclopramid paracetamol
Metofenazat;metofenazat
Metolazon;metolazon
Metolazon und Kalium sparende Mittel;metolazon kalium sparende mittel
Metopimazin;metopimazin
Metoprolol;metoprolol
Metoprolol und Acetylsalicylsäure;metoprolol acetylsalicylsaeure
Metoprolol und Amlodipin;metoprolol amlodipin
Metoprolol und andere Diuretika;metoprolol andere diuretika
Metoprolol und Chlortalidon;metoprolol chlortalidon
Metoprolol und Felodipin;metoprolol felodipin
Metoprolol und Hydrochlorothiazid;metoprolol hydrochlorothiazid
Metoprolol und Ivabradin;metoprolol ivabradin
Metoprolol und Nifedipin;metoprolol nifedipin
Metoprolol und Thiazide;metoprolol thiazide
Metoprolol und Thiazide, Kombinationen;metoprolol thiazide kombinationen
Metreleptin;metreleptin
Metrifonat;metrifonat
Metrizamid;metrizamid
Metrizoesäure;metrizoesaeure
Metronidazol;metronidazol
Metronidazol und Diloxanid;metronidazol diloxanid
Metronidazol und Furazolidon;metronidazol furazolidon
Metyrapon;metyrapon
Mexazolam;mexazolam
Mexiletin;mexiletin
Mezlocillin;mezlocillin
Mianserin;mianserin
Mibefradil;mibefradil
Micafungin;micafungin
Miconazol;miconazol
Miconazol, Kombinationen;miconazol kombinationen
Micronomicin;micronomicin
Midazolam;midazolam
Midecamycin;midecamycin
Midodrin;midodrin
Midostaurin;midostaurin
Mifamurtid;mifamurtid
Mifepriston;mifepriston
Mifepriston, Kombinationen;mifepriston kombinationen
Migalastat;migalastat
Miglitol;miglitol
Miglustat;miglustat
Mikrobielle Antidiarrhoika, Kombinationen;mikrobielle antidiarrhoika kombinationen
Mikroorganismen;mikroorganismen
Milcheiweiß, Kombinationen;milcheiweiss kombinationen
Milchsäure;milchsaeure
Milchsäurebildner;milchsaeurebildner
Milchsäurebildner, Kombinationen;milchsaeurebildner kombinationen
Milnacipran;milnacipran
Milrinon;milrinon
Miltefosin;miltefosin
Milzbrand-Antigen;milzbrand antigen
Milzextrakt;milzextrakt
Milzhydrolysat;milzhydrolysat
Minaprin;minaprin
Mineralöl;mineraloel
Mineralölraffinat;mineraloelraffinat
Mineralölraffinat, Kombinationen;mineraloelraffinat kombinationen
Mineralsalz;mineralsalz
Mineralsalz, Kombinationen;mineralsalz kombinationen
Mineralsalze in Kombination;mineralsalze kombination
Mineralsalze, Kombinationen;mineralsalze kombinationen
Minocyclin;minocyclin
Minoxidil;minoxidil
Miocamycin;miocamycin
Mipomersen;mipomersen
Mirabegron;mirabegron
Mirikizumab;mirikizumab
Mirogabalin;mirogabalin
Mirtazapin;mirtazapin
Mirvetuximab soravtansin;mirvetuximab soravtansin
Misoprostol;misoprostol
Mistelkraut;mistelkraut
Mistelkraut, Kombinationen;mistelkraut kombinationen
Mitapivat;mitapivat
Mitiglinid;mitiglinid
Mitobronitol;mitobronitol
Mitoguazon;mitoguazon
Mitomycin;mitomycin
Mitotan;mitotan
Mitoxantron;mitoxantron
Mivacuriumchlorid;mivacuriumchlorid
Mizolastin;mizolastin
Mobocertinib;mobocertinib
Moclobemid;moclobemid
Modafinil;modafinil
Moexipril;moexipril
Moexipril und Diuretika;moexipril diuretika
Moexipril und Hydrochlorothiazid;moexipril hydrochlorothiazid
Mofebutazon;mofebutazon
Mofebutazon, Kombinationen;mofebutazon kombinationen
Mofebutazon und Corticosteroide;mofebutazon corticosteroide
Mogamulizumab;mogamulizumab
Mohnkapsel;mohnkapsel
Molgramostim;molgramostim
Molidustat;molidustat
Molindon;molindon
Molnupiravir;molnupiravir
Molsidomin;molsidomin
Momelotinib;momelotinib
Mometason;mometason
Mometason, Kombinationen;mometason kombinationen
Monalazon;monalazon
Monobenzon;monobenzon
Monoethanolaminoleat;monoethanolaminoleat
Monoethanolaminsalicylat, Kombinationen;monoethanolaminsalicylat kombinationen
Mononucleose-Testzone;mononucleose testzone
Monoxerutin;monoxerutin
Montelukast;montelukast
Montelukast, Kombinationen;montelukast kombinationen
Moor;moor
Moor, Kombinationen;moor kombinationen
Moperon;moperon
Moracizin;moracizin
Morclofon;morclofon
Morinamid;morinamid
Morniflumat;morniflumat
Moroctocog alfa;moroctocog alfa
Moroxydin;moroxydin
Moroxydin, Kombinationen;moroxydin kombinationen
Morphin;morphin
Morphin, Kombinationen;morphin kombinationen
Morphin mit Spasmolytika;morphin mit spasmolytika
Morpholinsalicylat;morpholinsalicylat
