convoID,ambientVariant,processedVolume,technology,model,wer,S,D,I,S_med,D_med,I_med,mwer
31151696,talking,-25dBFS,recapp,gsw-CH_smoothed,0.033988316516197555,40,6,5,2,0,0,0.022222222222222223
31151696,talking,-30dBFS,recapp,gsw-CH_smoothed,0.038767923526287836,40,6,6,1,0,0,0.011111111111111112
31151696,talking,-35dBFS,recapp,gsw-CH_smoothed,0.028146574614976102,37,3,4,1,0,0,0.011111111111111112
31151696,trafficOutside,-15dBFS,recapp,gsw-CH_smoothed,0.088688263409453,75,18,8,4,2,0,0.06666666666666667
31151696,trafficOutside,-20dBFS,recapp,gsw-CH_smoothed,0.0525756771109931,40,10,7,3,2,0,0.05555555555555555
31151696,trafficOutside,-25dBFS,recapp,gsw-CH_smoothed,0.038767923526287836,39,8,7,1,1,0,0.022222222222222223
31151696,trafficOutside,-30dBFS,recapp,gsw-CH_smoothed,0.027615507169410514,33,5,5,1,0,0,0.011111111111111112
31151696,trafficOutside,-35dBFS,recapp,gsw-CH_smoothed,0.02973977695167286,35,6,4,2,0,0,0.022222222222222223
31198145,insideAmbulance,-15dBFS,recapp,gsw-CH_smoothed,0.11009174311926606,65,13,16,5,0,0,0.08196721311475409
31198145,insideAmbulance,-20dBFS,recapp,gsw-CH_smoothed,0.04969418960244648,32,6,11,1,0,0,0.01639344262295082
31198145,insideAmbulance,-25dBFS,recapp,gsw-CH_smoothed,0.03211009174311927,22,4,7,1,0,0,0.01639344262295082
31198145,insideAmbulance,-30dBFS,recapp,gsw-CH_smoothed,0.027522935779816515,19,2,7,1,0,0,0.01639344262295082
31198145,insideAmbulance,-35dBFS,recapp,gsw-CH_smoothed,0.02522935779816514,17,3,8,1,0,0,0.01639344262295082
31198145,insideCrowded,-15dBFS,recapp,gsw-CH_smoothed,0.30504587155963303,124,36,21,12,3,0,0.2459016393442623
31198145,insideCrowded,-20dBFS,recapp,gsw-CH_smoothed,0.0856269113149847,59,9,12,3,1,0,0.06557377049180328
31198145,insideCrowded,-25dBFS,recapp,gsw-CH_smoothed,0.040519877675840976,31,3,7,1,0,0,0.01639344262295082
31198145,insideCrowded,-30dBFS,recapp,gsw-CH_smoothed,0.02522935779816514,17,2,9,1,0,0,0.01639344262295082
31198145,insideCrowded,-35dBFS,recapp,gsw-CH_smoothed,0.02599388379204893,17,2,10,1,0,0,0.01639344262295082
31198145,talking,-15dBFS,recapp,gsw-CH_smoothed,0.08333333333333333,62,9,16,3,1,0,0.06557377049180328
31198145,talking,-20dBFS,recapp,gsw-CH_smoothed,0.04281345565749235,34,3,12,1,0,0,0.01639344262295082
31198145,talking,-25dBFS,recapp,gsw-CH_smoothed,0.0389908256880734,24,5,9,2,0,0,0.03278688524590164
31198145,talking,-30dBFS,recapp,gsw-CH_smoothed,0.0290519877675841,19,3,9,1,0,0,0.01639344262295082
31198145,talking,-35dBFS,recapp,gsw-CH_smoothed,0.02981651376146789,19,3,8,1,0,0,0.01639344262295082
31198145,trafficOutside,-15dBFS,recapp,gsw-CH_smoothed,0.09174311926605505,41,12,11,3,2,0,0.08196721311475409
31198145,trafficOutside,-20dBFS,recapp,gsw-CH_smoothed,0.046636085626911315,28,4,7,1,2,0,0.04918032786885246
31198145,trafficOutside,-25dBFS,recapp,gsw-CH_smoothed,0.034403669724770644,23,4,7,1,1,0,0.03278688524590164
31198145,trafficOutside,-30dBFS,recapp,gsw-CH_smoothed,0.03058103975535168,22,3,9,1,0,0,0.01639344262295082
31198145,trafficOutside,-35dBFS,recapp,gsw-CH_smoothed,0.027522935779816515,19,5,8,1,0,0,0.01639344262295082
31300500,insideAmbulance,-15dBFS,recapp,gsw-CH_smoothed,0.15519323671497584,116,18,17,13,3,0,0.14814814814814814
31300500,insideAmbulance,-20dBFS,recapp,gsw-CH_smoothed,0.07427536231884058,79,5,18,7,0,0,0.06481481481481481
31300500,insideAmbulance,-25dBFS,recapp,gsw-CH_smoothed,0.057367149758454104,58,4,13,3,1,0,0.037037037037037035
31300500,insideAmbulance,-30dBFS,recapp,gsw-CH_smoothed,0.08514492753623189,67,8,11,4,1,1,0.05555555555555555
31300500,insideAmbulance,-35dBFS,recapp,gsw-CH_smoothed,0.07125603864734299,65,7,13,3,0,1,0.037037037037037035
31300500,insideCrowded,-15dBFS,recapp,gsw-CH_smoothed,0.392512077294686,195,51,47,23,9,5,0.3425925925925926
31300500,insideCrowded,-20dBFS,recapp,gsw-CH_smoothed,0.14673913043478262,104,17,12,9,3,2,0.12962962962962962
31300500,insideCrowded,-25dBFS,recapp,gsw-CH_smoothed,0.09842995169082126,79,10,13,7,2,1,0.09259259259259259
31300500,insideCrowded,-30dBFS,recapp,gsw-CH_smoothed,0.07004830917874397,58,5,13,6,1,1,0.07407407407407407
31300500,insideCrowded,-35dBFS,recapp,gsw-CH_smoothed,0.07065217391304347,60,6,11,5,1,1,0.06481481481481481
31300500,talking,-15dBFS,recapp,gsw-CH_smoothed,0.13043478260869565,96,20,13,6,4,2,0.1111111111111111
31300500,talking,-20dBFS,recapp,gsw-CH_smoothed,0.10386473429951691,87,11,19,6,2,1,0.08333333333333333
31300500,talking,-25dBFS,recapp,gsw-CH_smoothed,0.08756038647342995,67,11,12,7,3,1,0.10185185185185185
31300500,talking,-30dBFS,recapp,gsw-CH_smoothed,0.07910628019323672,60,9,12,5,3,1,0.08333333333333333
31300500,talking,-35dBFS,recapp,gsw-CH_smoothed,0.06944444444444445,56,8,10,3,2,1,0.05555555555555555
31300500,trafficOutside,-15dBFS,recapp,gsw-CH_smoothed,0.10507246376811594,69,14,15,9,4,0,0.12037037037037036
31300500,trafficOutside,-20dBFS,recapp,gsw-CH_smoothed,0.09359903381642512,67,13,15,7,4,1,0.1111111111111111
31300500,trafficOutside,-25dBFS,recapp,gsw-CH_smoothed,0.07608695652173914,66,13,11,7,1,1,0.08333333333333333
31300500,trafficOutside,-30dBFS,recapp,gsw-CH_smoothed,0.07548309178743962,64,9,12,6,1,1,0.07407407407407407
31300500,trafficOutside,-35dBFS,recapp,gsw-CH_smoothed,0.0785024154589372,66,7,12,5,1,1,0.06481481481481481
31303597,insideAmbulance,-15dBFS,recapp,gsw-CH_smoothed,0.12039170506912443,103,30,13,7,3,0,0.10638297872340426
31303597,insideAmbulance,-20dBFS,recapp,gsw-CH_smoothed,0.06394009216589862,52,17,8,2,1,0,0.031914893617021274
31303597,insideAmbulance,-25dBFS,recapp,gsw-CH_smoothed,0.0478110599078341,40,13,6,2,0,0,0.02127659574468085
31303597,insideAmbulance,-30dBFS,recapp,gsw-CH_smoothed,0.04262672811059908,38,19,3,1,0,0,0.010638297872340425
31303597,insideAmbulance,-35dBFS,recapp,gsw-CH_smoothed,0.04089861751152074,37,19,1,1,0,0,0.010638297872340425
31303597,insideCrowded,-15dBFS,recapp,gsw-CH_smoothed,0.38306451612903225,194,54,53,28,8,3,0.4148936170212766
31303597,insideCrowded,-20dBFS,recapp,gsw-CH_smoothed,0.0944700460829493,94,20,14,9,3,0,0.1276595744680851
31303597,insideCrowded,-25dBFS,recapp,gsw-CH_smoothed,0.05241935483870968,51,17,8,1,1,0,0.02127659574468085
31303597,insideCrowded,-30dBFS,recapp,gsw-CH_smoothed,0.04205069124423963,39,17,2,2,1,0,0.031914893617021274
31303597,insideCrowded,-35dBFS,recapp,gsw-CH_smoothed,0.041474654377880185,33,19,4,2,0,0,0.02127659574468085
31303597,talking,-15dBFS,recapp,gsw-CH_smoothed,0.11232718894009217,80,35,7,5,2,0,0.07446808510638298
31303597,talking,-20dBFS,recapp,gsw-CH_smoothed,0.055299539170506916,49,18,5,2,2,0,0.0425531914893617
31303597,talking,-25dBFS,recapp,gsw-CH_smoothed,0.04838709677419355,36,18,3,2,0,0,0.02127659574468085
31303597,talking,-30dBFS,recapp,gsw-CH_smoothed,0.041474654377880185,36,16,2,1,0,0,0.010638297872340425
31303597,talking,-35dBFS,recapp,gsw-CH_smoothed,0.04435483870967742,36,18,4,2,0,0,0.02127659574468085
31303597,trafficOutside,-15dBFS,recapp,gsw-CH_smoothed,0.08352534562211981,55,22,5,3,3,0,0.06382978723404255
31303597,trafficOutside,-20dBFS,recapp,gsw-CH_smoothed,0.08525345622119816,40,21,5,2,3,0,0.05319148936170213
31303597,trafficOutside,-25dBFS,recapp,gsw-CH_smoothed,0.04723502304147465,38,20,3,3,2,0,0.05319148936170213
31303597,trafficOutside,-30dBFS,recapp,gsw-CH_smoothed,0.041474654377880185,37,16,2,2,0,0,0.02127659574468085
31303597,trafficOutside,-35dBFS,recapp,gsw-CH_smoothed,0.041474654377880185,36,16,2,2,0,0,0.02127659574468085
31346589,insideAmbulance,-15dBFS,recapp,gsw-CH_smoothed,0.15843373493975904,112,18,36,10,4,0,0.15730337078651685
31346589,insideAmbulance,-20dBFS,recapp,gsw-CH_smoothed,0.0789156626506024,69,12,22,3,1,1,0.056179775280898875
31346589,insideAmbulance,-25dBFS,recapp,gsw-CH_smoothed,0.06204819277108434,59,8,16,3,0,0,0.033707865168539325
31346589,insideAmbulance,-30dBFS,recapp,gsw-CH_smoothed,0.05421686746987952,62,7,12,2,0,0,0.02247191011235955
31346589,insideAmbulance,-35dBFS,recapp,gsw-CH_smoothed,0.04939759036144578,57,6,14,2,0,0,0.02247191011235955
31346589,insideCrowded,-15dBFS,recapp,gsw-CH_smoothed,0.36325301204819277,164,56,44,15,5,2,0.24719101123595505
31346589,insideCrowded,-20dBFS,recapp,gsw-CH_smoothed,0.11987951807228915,90,14,26,4,1,0,0.056179775280898875
31346589,insideCrowded,-25dBFS,recapp,gsw-CH_smoothed,0.08072289156626505,70,8,26,2,1,0,0.033707865168539325
31346589,insideCrowded,-30dBFS,recapp,gsw-CH_smoothed,0.07409638554216867,64,8,20,4,1,0,0.056179775280898875
31346589,insideCrowded,-35dBFS,recapp,gsw-CH_smoothed,0.05120481927710843,58,7,14,4,0,0,0.0449438202247191
31346589,talking,-15dBFS,recapp,gsw-CH_smoothed,0.13012048192771083,100,20,26,5,0,0,0.056179775280898875
31346589,talking,-20dBFS,recapp,gsw-CH_smoothed,0.07349397590361446,72,8,19,1,1,0,0.02247191011235955
31346589,talking,-25dBFS,recapp,gsw-CH_smoothed,0.06867469879518072,67,10,13,4,0,1,0.056179775280898875
31346589,talking,-30dBFS,recapp,gsw-CH_smoothed,0.07108433734939759,72,9,15,4,0,0,0.0449438202247191
31346589,talking,-35dBFS,recapp,gsw-CH_smoothed,0.054819277108433734,58,6,17,4,0,0,0.0449438202247191
31346589,trafficOutside,-15dBFS,recapp,gsw-CH_smoothed,0.12349397590361445,72,13,25,4,2,0,0.06741573033707865
31346589,trafficOutside,-20dBFS,recapp,gsw-CH_smoothed,0.08072289156626505,64,12,17,4,1,0,0.056179775280898875
31346589,trafficOutside,-25dBFS,recapp,gsw-CH_smoothed,0.0746987951807229,54,9,23,3,2,0,0.056179775280898875
31346589,trafficOutside,-30dBFS,recapp,gsw-CH_smoothed,0.0572289156626506,56,6,18,4,0,0,0.0449438202247191
31346589,trafficOutside,-35dBFS,recapp,gsw-CH_smoothed,0.04879518072289157,54,5,14,4,0,0,0.0449438202247191
31572540,insideAmbulance,-15dBFS,recapp,gsw-CH_smoothed,0.1210958904109589,107,22,14,17,5,1,0.17293233082706766
31572540,insideAmbulance,-20dBFS,recapp,gsw-CH_smoothed,0.06027397260273973,54,8,11,10,2,1,0.09774436090225563
31572540,insideAmbulance,-25dBFS,recapp,gsw-CH_smoothed,0.04438356164383562,41,11,6,5,1,1,0.05263157894736842
31572540,insideAmbulance,-30dBFS,recapp,gsw-CH_smoothed,0.03506849315068493,34,6,7,4,1,2,0.05263157894736842
31572540,insideAmbulance,-35dBFS,recapp,gsw-CH_smoothed,0.03397260273972603,35,6,5,3,1,1,0.03759398496240601
31572540,insideCrowded,-15dBFS,recapp,gsw-CH_smoothed,0.36054794520547945,211,63,44,37,7,2,0.3458646616541353
31572540,insideCrowded,-20dBFS,recapp,gsw-CH_smoothed,0.08767123287671233,87,18,13,17,4,0,0.15789473684210525
31572540,insideCrowded,-25dBFS,recapp,gsw-CH_smoothed,0.0410958904109589,40,7,8,9,1,1,0.08270676691729323
31572540,insideCrowded,-30dBFS,recapp,gsw-CH_smoothed,0.04,38,6,10,4,1,1,0.045112781954887216
31572540,insideCrowded,-35dBFS,recapp,gsw-CH_smoothed,0.03726027397260274,38,7,6,4,1,1,0.045112781954887216
31572540,talking,-15dBFS,recapp,gsw-CH_smoothed,0.08547945205479453,78,17,15,13,4,1,0.13533834586466165
31572540,talking,-20dBFS,recapp,gsw-CH_smoothed,0.057534246575342465,48,9,9,6,2,1,0.06766917293233082
31572540,talking,-25dBFS,recapp,gsw-CH_smoothed,0.04876712328767123,38,8,5,3,1,1,0.03759398496240601
31572540,talking,-30dBFS,recapp,gsw-CH_smoothed,0.03945205479452055,34,8,4,4,2,1,0.05263157894736842
31572540,talking,-35dBFS,recapp,gsw-CH_smoothed,0.03671232876712329,37,5,7,4,1,1,0.045112781954887216
31572540,trafficOutside,-15dBFS,recapp,gsw-CH_smoothed,0.07013698630136986,52,13,8,8,5,1,0.10526315789473684
31572540,trafficOutside,-20dBFS,recapp,gsw-CH_smoothed,0.049315068493150684,38,8,5,5,4,1,0.07518796992481203
31572540,trafficOutside,-25dBFS,recapp,gsw-CH_smoothed,0.03616438356164384,37,7,5,5,2,1,0.06015037593984962
31572540,trafficOutside,-30dBFS,recapp,gsw-CH_smoothed,0.03616438356164384,38,6,7,5,1,1,0.05263157894736842
31572540,trafficOutside,-35dBFS,recapp,gsw-CH_smoothed,0.03287671232876712,36,3,6,5,1,1,0.05263157894736842
31682405,insideAmbulance,-15dBFS,recapp,gsw-CH_smoothed,0.12053258584442887,101,12,15,12,1,1,0.14432989690721648
31682405,insideAmbulance,-20dBFS,recapp,gsw-CH_smoothed,0.05816398037841626,56,6,7,7,0,1,0.08247422680412371
31682405,insideAmbulance,-25dBFS,recapp,gsw-CH_smoothed,0.04765241765942537,44,7,10,4,0,1,0.05154639175257732
31682405,insideAmbulance,-30dBFS,recapp,gsw-CH_smoothed,0.046250875963559916,43,6,8,4,0,1,0.05154639175257732
31682405,insideAmbulance,-35dBFS,recapp,gsw-CH_smoothed,0.046951646811492644,43,6,8,4,0,1,0.05154639175257732
31682405,insideCrowded,-15dBFS,recapp,gsw-CH_smoothed,0.40294323756131745,145,57,25,22,7,2,0.31958762886597936
31682405,insideCrowded,-20dBFS,recapp,gsw-CH_smoothed,0.09740714786264891,81,15,12,10,0,2,0.12371134020618557
31682405,insideCrowded,-25dBFS,recapp,gsw-CH_smoothed,0.053258584442887176,52,6,9,5,0,1,0.061855670103092786
31682405,insideCrowded,-30dBFS,recapp,gsw-CH_smoothed,0.046250875963559916,42,6,7,5,0,1,0.061855670103092786
31682405,insideCrowded,-35dBFS,recapp,gsw-CH_smoothed,0.046250875963559916,45,4,7,5,0,1,0.061855670103092786
31682405,talking,-15dBFS,recapp,gsw-CH_smoothed,0.11282410651716888,91,8,20,11,1,1,0.13402061855670103
31682405,talking,-20dBFS,recapp,gsw-CH_smoothed,0.0672740014015417,54,10,12,5,0,1,0.061855670103092786
31682405,talking,-25dBFS,recapp,gsw-CH_smoothed,0.05466012613875263,48,8,10,5,0,1,0.061855670103092786
31682405,talking,-30dBFS,recapp,gsw-CH_smoothed,0.04835318850735809,42,7,10,4,0,1,0.05154639175257732
31682405,talking,-35dBFS,recapp,gsw-CH_smoothed,0.04905395935529082,42,6,11,4,0,1,0.05154639175257732
31682405,trafficOutside,-15dBFS,recapp,gsw-CH_smoothed,0.09950946040644709,60,11,12,6,4,1,0.1134020618556701
31682405,trafficOutside,-20dBFS,recapp,gsw-CH_smoothed,0.07358093903293624,47,8,8,3,0,1,0.041237113402061855
31682405,trafficOutside,-25dBFS,recapp,gsw-CH_smoothed,0.060266292922214436,49,7,11,2,2,1,0.05154639175257732
31682405,trafficOutside,-30dBFS,recapp,gsw-CH_smoothed,0.050455501051156273,44,5,12,3,0,1,0.041237113402061855
31682405,trafficOutside,-35dBFS,recapp,gsw-CH_smoothed,0.04134548002803083,42,6,7,3,0,1,0.041237113402061855
31943607,insideAmbulance,-15dBFS,recapp,gsw-CH_smoothed,0.1126573889993373,104,15,11,8,2,0,0.13333333333333333
31943607,insideAmbulance,-20dBFS,recapp,gsw-CH_smoothed,0.04771371769383698,49,4,4,3,0,0,0.04
31943607,insideAmbulance,-25dBFS,recapp,gsw-CH_smoothed,0.04837640821736249,53,4,4,2,0,0,0.02666666666666667
31943607,insideAmbulance,-30dBFS,recapp,gsw-CH_smoothed,0.03777335984095427,45,5,1,3,0,0,0.04
31943607,insideAmbulance,-35dBFS,recapp,gsw-CH_smoothed,0.03578528827037773,42,5,1,3,0,0,0.04
31943607,insideCrowded,-15dBFS,recapp,gsw-CH_smoothed,0.32339297548045065,196,34,32,13,6,1,0.26666666666666666
31943607,insideCrowded,-20dBFS,recapp,gsw-CH_smoothed,0.08813783962889331,86,6,12,7,1,1,0.12
31943607,insideCrowded,-25dBFS,recapp,gsw-CH_smoothed,0.05036447978793903,58,3,5,3,0,0,0.04
31943607,insideCrowded,-30dBFS,recapp,gsw-CH_smoothed,0.043074884029158385,51,4,3,3,0,0,0.04
31943607,insideCrowded,-35dBFS,recapp,gsw-CH_smoothed,0.038436050364479786,45,4,3,3,0,0,0.04
31943607,talking,-15dBFS,recapp,gsw-CH_smoothed,0.10205434062292909,85,13,13,7,1,0,0.10666666666666667
31943607,talking,-20dBFS,recapp,gsw-CH_smoothed,0.05632869449966865,57,6,5,4,0,1,0.06666666666666667
31943607,talking,-25dBFS,recapp,gsw-CH_smoothed,0.051027170311464545,59,2,6,3,0,1,0.05333333333333334
31943607,talking,-30dBFS,recapp,gsw-CH_smoothed,0.043074884029158385,49,3,4,3,0,1,0.05333333333333334
31943607,talking,-35dBFS,recapp,gsw-CH_smoothed,0.04108681245858184,45,4,5,3,0,1,0.05333333333333334
31943607,trafficOutside,-15dBFS,recapp,gsw-CH_smoothed,0.08614976805831677,62,9,2,5,1,0,0.08
31943607,trafficOutside,-20dBFS,recapp,gsw-CH_smoothed,0.0536779324055666,54,6,2,3,0,0,0.04
31943607,trafficOutside,-25dBFS,recapp,gsw-CH_smoothed,0.04440026507620941,50,5,0,3,0,0,0.04
31943607,trafficOutside,-30dBFS,recapp,gsw-CH_smoothed,0.04042412193505633,52,4,0,3,0,0,0.04
31943607,trafficOutside,-35dBFS,recapp,gsw-CH_smoothed,0.04042412193505633,52,4,0,3,0,0,0.04
31994167,insideAmbulance,-15dBFS,recapp,gsw-CH_smoothed,0.13559322033898305,82,18,14,13,4,0,0.18085106382978725
31994167,insideAmbulance,-20dBFS,recapp,gsw-CH_smoothed,0.054378531073446326,38,5,12,8,0,0,0.0851063829787234
31994167,insideAmbulance,-25dBFS,recapp,gsw-CH_smoothed,0.03954802259887006,31,4,9,2,0,0,0.02127659574468085
31994167,insideAmbulance,-30dBFS,recapp,gsw-CH_smoothed,0.03884180790960452,28,3,11,2,0,0,0.02127659574468085
31994167,insideAmbulance,-35dBFS,recapp,gsw-CH_smoothed,0.03884180790960452,29,4,9,1,1,0,0.02127659574468085
31994167,insideCrowded,-15dBFS,recapp,gsw-CH_smoothed,0.2817796610169492,136,30,34,18,4,2,0.2553191489361702
31994167,insideCrowded,-20dBFS,recapp,gsw-CH_smoothed,0.0748587570621469,53,10,11,5,3,0,0.0851063829787234
31994167,insideCrowded,-25dBFS,recapp,gsw-CH_smoothed,0.04096045197740113,32,3,10,3,0,0,0.031914893617021274
31994167,insideCrowded,-30dBFS,recapp,gsw-CH_smoothed,0.03531073446327684,27,3,9,3,0,0,0.031914893617021274
31994167,insideCrowded,-35dBFS,recapp,gsw-CH_smoothed,0.038135593220338986,28,4,11,3,1,0,0.0425531914893617
31994167,talking,-15dBFS,recapp,gsw-CH_smoothed,0.0981638418079096,66,14,13,5,4,0,0.09574468085106383
31994167,talking,-20dBFS,recapp,gsw-CH_smoothed,0.05084745762711865,38,5,14,4,0,0,0.0425531914893617
31994167,talking,-25dBFS,recapp,gsw-CH_smoothed,0.04025423728813559,31,6,12,1,0,0,0.010638297872340425
31994167,talking,-30dBFS,recapp,gsw-CH_smoothed,0.03389830508474576,25,4,11,1,0,0,0.010638297872340425
31994167,talking,-35dBFS,recapp,gsw-CH_smoothed,0.0346045197740113,26,4,10,1,0,0,0.010638297872340425
31994167,trafficOutside,-15dBFS,recapp,gsw-CH_smoothed,0.08121468926553672,42,11,10,7,2,0,0.09574468085106383
31994167,trafficOutside,-20dBFS,recapp,gsw-CH_smoothed,0.06497175141242938,34,8,9,2,2,0,0.0425531914893617
31994167,trafficOutside,-25dBFS,recapp,gsw-CH_smoothed,0.04096045197740113,28,6,9,3,1,0,0.0425531914893617
31994167,trafficOutside,-30dBFS,recapp,gsw-CH_smoothed,0.033192090395480225,25,4,9,2,0,0,0.02127659574468085
31994167,trafficOutside,-35dBFS,recapp,gsw-CH_smoothed,0.03248587570621469,23,3,9,1,0,0,0.010638297872340425
32115701,insideAmbulance,-15dBFS,recapp,gsw-CH_smoothed,0.1868890166762507,140,21,27,19,4,0,0.2
32115701,insideAmbulance,-20dBFS,recapp,gsw-CH_smoothed,0.06958021851638872,87,6,11,7,0,0,0.06086956521739131
32115701,insideAmbulance,-25dBFS,recapp,gsw-CH_smoothed,0.06325474410580793,80,9,8,5,0,0,0.043478260869565216
32115701,insideAmbulance,-30dBFS,recapp,gsw-CH_smoothed,0.06382978723404255,80,10,7,4,0,0,0.034782608695652174
32115701,insideAmbulance,-35dBFS,recapp,gsw-CH_smoothed,0.06440483036227718,79,10,8,5,0,0,0.043478260869565216
32115701,insideCrowded,-15dBFS,recapp,gsw-CH_smoothed,0.4243818286371478,183,56,35,26,8,1,0.30434782608695654
32115701,insideCrowded,-20dBFS,recapp,gsw-CH_smoothed,0.1012075905692927,109,9,17,12,0,0,0.10434782608695652
32115701,insideCrowded,-25dBFS,recapp,gsw-CH_smoothed,0.07475560667050028,89,12,8,5,0,0,0.043478260869565216
32115701,insideCrowded,-30dBFS,recapp,gsw-CH_smoothed,0.06325474410580793,80,9,7,5,0,0,0.043478260869565216
32115701,insideCrowded,-35dBFS,recapp,gsw-CH_smoothed,0.05980448533640023,79,7,7,4,0,0,0.034782608695652174
32115701,talking,-15dBFS,recapp,gsw-CH_smoothed,0.1374353076480736,113,21,24,11,0,0,0.09565217391304348
32115701,talking,-20dBFS,recapp,gsw-CH_smoothed,0.07303047728579644,84,10,12,8,0,0,0.06956521739130435
32115701,talking,-25dBFS,recapp,gsw-CH_smoothed,0.078205865439908,91,10,14,6,1,0,0.06086956521739131
32115701,talking,-30dBFS,recapp,gsw-CH_smoothed,0.06728004600345026,82,10,9,6,0,0,0.05217391304347826
32115701,talking,-35dBFS,recapp,gsw-CH_smoothed,0.06612995974698102,81,9,9,7,0,0,0.06086956521739131
32115701,trafficOutside,-15dBFS,recapp,gsw-CH_smoothed,0.12305922944220817,93,17,15,6,2,1,0.0782608695652174
32115701,trafficOutside,-20dBFS,recapp,gsw-CH_smoothed,0.09833237492811961,93,14,10,8,1,0,0.0782608695652174
32115701,trafficOutside,-25dBFS,recapp,gsw-CH_smoothed,0.06728004600345026,77,12,7,5,1,0,0.05217391304347826
32115701,trafficOutside,-30dBFS,recapp,gsw-CH_smoothed,0.06382978723404255,78,9,8,5,0,0,0.043478260869565216
32115701,trafficOutside,-35dBFS,recapp,gsw-CH_smoothed,0.06382978723404255,81,8,7,6,0,0,0.05217391304347826
32126227,insideAmbulance,-15dBFS,recapp,gsw-CH_smoothed,0.14460154241645246,96,22,21,9,3,3,0.15789473684210525
32126227,insideAmbulance,-20dBFS,recapp,gsw-CH_smoothed,0.06426735218508997,59,10,8,10,2,1,0.1368421052631579
32126227,insideAmbulance,-25dBFS,recapp,gsw-CH_smoothed,0.04884318766066838,50,6,10,3,1,1,0.05263157894736842
32126227,insideAmbulance,-30dBFS,recapp,gsw-CH_smoothed,0.04177377892030849,38,11,8,7,1,1,0.09473684210526316
32126227,insideAmbulance,-35dBFS,recapp,gsw-CH_smoothed,0.042416452442159386,34,12,7,3,2,1,0.06315789473684211
32126227,insideCrowded,-15dBFS,recapp,gsw-CH_smoothed,0.39845758354755784,173,38,36,21,9,7,0.3894736842105263
32126227,insideCrowded,-20dBFS,recapp,gsw-CH_smoothed,0.14138817480719795,88,21,8,14,4,1,0.2
32126227,insideCrowded,-25dBFS,recapp,gsw-CH_smoothed,0.07390745501285347,49,6,7,9,2,0,0.11578947368421053
32126227,insideCrowded,-30dBFS,recapp,gsw-CH_smoothed,0.04498714652956298,43,10,8,5,2,1,0.08421052631578947
32126227,insideCrowded,-35dBFS,recapp,gsw-CH_smoothed,0.04177377892030849,37,10,7,4,2,2,0.08421052631578947
32126227,talking,-15dBFS,recapp,gsw-CH_smoothed,0.11568123393316196,75,18,15,14,5,0,0.2
32126227,talking,-20dBFS,recapp,gsw-CH_smoothed,0.060411311053984576,48,11,9,10,1,1,0.12631578947368421
32126227,talking,-25dBFS,recapp,gsw-CH_smoothed,0.04948586118251928,38,11,8,7,2,1,0.10526315789473684
32126227,talking,-30dBFS,recapp,gsw-CH_smoothed,0.043701799485861184,36,10,8,3,2,2,0.07368421052631578
32126227,talking,-35dBFS,recapp,gsw-CH_smoothed,0.05398457583547558,33,11,9,3,3,2,0.08421052631578947
32126227,trafficOutside,-15dBFS,recapp,gsw-CH_smoothed,0.12982005141388175,54,15,7,14,5,0,0.2
32126227,trafficOutside,-20dBFS,recapp,gsw-CH_smoothed,0.05141388174807198,41,10,8,5,2,1,0.08421052631578947
32126227,trafficOutside,-25dBFS,recapp,gsw-CH_smoothed,0.07326478149100257,39,12,6,3,3,0,0.06315789473684211
32126227,trafficOutside,-30dBFS,recapp,gsw-CH_smoothed,0.042416452442159386,41,10,7,3,2,1,0.06315789473684211
32126227,trafficOutside,-35dBFS,recapp,gsw-CH_smoothed,0.04177377892030849,34,12,7,3,2,1,0.06315789473684211
32234793,insideAmbulance,-15dBFS,recapp,gsw-CH_smoothed,0.16909436352121596,129,26,20,16,2,2,0.20618556701030927
32234793,insideAmbulance,-20dBFS,recapp,gsw-CH_smoothed,0.07029765674477517,71,8,10,10,0,2,0.12371134020618557
32234793,insideAmbulance,-25dBFS,recapp,gsw-CH_smoothed,0.05446485117162761,54,5,10,9,0,2,0.1134020618556701
32234793,insideAmbulance,-30dBFS,recapp,gsw-CH_smoothed,0.05763141228625712,50,8,11,6,1,2,0.09278350515463918
32234793,insideAmbulance,-35dBFS,recapp,gsw-CH_smoothed,0.060797973400886635,50,10,11,6,1,2,0.09278350515463918
32234793,insideCrowded,-15dBFS,recapp,gsw-CH_smoothed,0.4243191893603547,185,61,40,28,8,6,0.4329896907216495
32234793,insideCrowded,-20dBFS,recapp,gsw-CH_smoothed,0.12349588347055099,98,22,16,14,2,3,0.1958762886597938
32234793,insideCrowded,-25dBFS,recapp,gsw-CH_smoothed,0.06206459784673844,57,10,9,5,0,2,0.07216494845360824
32234793,insideCrowded,-30dBFS,recapp,gsw-CH_smoothed,0.06269791006966434,56,8,11,6,1,2,0.09278350515463918
32234793,insideCrowded,-35dBFS,recapp,gsw-CH_smoothed,0.06206459784673844,53,9,11,8,0,2,0.10309278350515463
32234793,talking,-15dBFS,recapp,gsw-CH_smoothed,0.12476250791640278,106,14,24,14,0,4,0.18556701030927836
32234793,talking,-20dBFS,recapp,gsw-CH_smoothed,0.07283090563647879,61,9,13,12,2,2,0.16494845360824742
32234793,talking,-25dBFS,recapp,gsw-CH_smoothed,0.06459784673844206,57,7,12,7,0,2,0.09278350515463918
32234793,talking,-30dBFS,recapp,gsw-CH_smoothed,0.05636478784040532,46,8,13,7,0,2,0.09278350515463918
